Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Congo, Dem. Rep.",COD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.681914,-2.844653,-2.476551,-1.977575,-2.028027,-2.388028,-2.132514,-2.250013,-2.176482,-2.005968,-2.002091,-2.196742,-2.212989,-2.085893,-2.192191,-2.167921,-2.150854,-2.234622,-2.302249,-2.105781,-1.593899,-1.708182
"Congo, Dem. Rep.",COD,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,3,3,3,3,3,5,5,4,4,4,6,6,6,6,6,6,6,6,7,7,6,6
"Congo, Dem. Rep.",COD,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,0,0,0,2.116402,3.517588,1.456311,1.456311,0.9661836,2.898551,3.365385,3.791469,3.317536,2.369668,2.843602,2.843602,4.761905,4.761905,4.285714,3.333333,4.245283,7.54717,7.075472
"Congo, Dem. Rep.",COD,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,0,0,0,0,0,0.4854369,0.4854369,0,0.4830918,0.9615384,1.421801,0.9478673,0.4739336,0.9478673,0.9478673,1.904762,0.952381,0.952381,0.4761905,1.415094,4.245283,3.773585
"Congo, Dem. Rep.",COD,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,3.723404,2.12766,5.291005,12.69841,9.045226,4.368932,6.310679,7.729469,7.729469,9.134615,7.582938,4.265403,4.739336,5.687204,4.739336,6.190476,6.666667,5.714286,5.714286,6.603774,11.79245,10.37736
"Congo, Dem. Rep.",COD,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.4219024,0.381321,0.397162,0.3945794,0.3311687,0.2934836,0.2874605,0.3176601,0.2908631,0.2928311,0.2523852,0.2493229,0.2493356,0.2330371,0.2382643,0.2055897,0.2105385,0.2166786,0.2192904,0.2200157,0.2228234,0.2248572
"Congo, Rep.",COG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.222377,-1.497252,-0.9203737,-1.584951,-1.168669,-1.189876,-1.166832,-0.9244087,-0.77008,-0.7200658,-0.2495118,-0.3164158,-0.3543004,-0.4896899,-0.4750501,-0.3592916,-0.526366,-0.5192695,-0.531724,-0.3484042,-0.8969635,-0.8958732
"Congo, Rep.",COG,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,3,3,3,3,3,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,5
"Congo, Rep.",COG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,11.17021,9.574468,19.57672,8.465609,15.07538,14.07767,15.04854,18.84058,21.25604,21.63461,36.49289,34.12322,35.07109,31.27962,29.85782,30.95238,26.66667,25.71428,27.61905,33.49057,16.98113,16.50943
"Congo, Rep.",COG,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,3.723404,3.723404,8.465609,0.5291005,5.527638,4.854369,6.310679,11.5942,12.56039,13.46154,24.17062,23.22275,21.32701,19.90521,19.43128,22.85714,19.04762,16.19048,16.19048,20.28302,11.79245,10.37736
"Congo, Rep.",COG,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,27.12766,18.61702,35.44973,20.10582,27.63819,24.27184,25.72816,30.43478,33.81643,35.09615,50.7109,50.23697,48.81517,40.75829,42.65403,44.28571,40.47619,39.04762,39.52381,47.16981,26.88679,28.30189
"Congo, Rep.",COG,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.4219024,0.381321,0.397162,0.3945794,0.3311687,0.3166145,0.2874605,0.2798058,0.2675352,0.2715997,0.2523852,0.2493229,0.2493356,0.2330371,0.2382643,0.2055897,0.2105385,0.2161667,0.2246238,0.2242225,0.2385149,0.2437513
Cook Islands,COK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,..,..,..,..,..,1.144706,1.322361,..,..,..,..,..,..,..,0.8568977,1.064757,1.107087
Cook Islands,COK,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,..,..,..,..,..,..,..,..,..,..,1,1,..,..,..,..,..,..,..,1,1,1
Cook Islands,COK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,..,..,..,..,..,..,..,..,..,..,90.04739,94.78673,..,..,..,..,..,..,..,76.8868,86.79245,89.62264
Cook Islands,COK,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,..,..,..,..,..,..,..,..,..,..,42.65403,54.50237,..,..,..,..,..,..,..,34.43396,56.60378,55.66038
Cook Islands,COK,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,..,..,..,..,..,..,..,..,..,..,100,100,..,..,..,..,..,..,..,100,99.52831,100
Cook Islands,COK,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,..,..,..,..,..,..,..,..,..,..,0.7230061,0.6129675,..,..,..,..,..,..,..,0.7333906,0.4785042,0.506315
Costa Rica,CRI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.7540775,0.9043213,0.8711588,1.071824,0.5974156,0.6330754,0.7100678,0.7379774,0.5834517,0.3603145,0.5871099,0.6915372,0.508276,0.6384025,0.677918,0.5774182,0.6820255,0.6614283,0.6088256,0.4694642,0.4522929,0.7615439
Costa Rica,CRI,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,4,5,5,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,7,6
Costa Rica,CRI,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,72.34042,77.65958,76.71957,83.59789,65.82915,66.99029,67.47573,69.08212,66.66666,55.76923,65.87678,70.14218,63.03318,67.77251,67.77251,65.2381,67.61905,67.61905,66.19048,62.26415,60.37736,71.69811
Costa Rica,CRI,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,52.12766,58.51064,58.73016,68.25397,47.73869,51.45631,55.33981,54.10628,47.82609,41.34615,50.23697,53.5545,49.2891,54.9763,57.34597,56.19048,58.09524,57.61905,55.23809,52.83019,50.4717,57.07547
Costa Rica,CRI,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,95.21277,98.40426,95.2381,97.3545,84.92462,85.92233,88.83495,90.82126,82.6087,72.59615,85.30806,88.15166,73.93365,83.41232,86.25592,76.66666,86.19048,85.2381,80.47619,72.64151,75.47169,91.03773
Costa Rica,CRI,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.3738571,0.3454628,0.342809,0.3010781,0.2924749,0.2872855,0.2786692,0.2741809,0.2626058,0.2640872,0.2652642,0.2604739,0.2549193,0.2268074,0.2315082,0.1963862,0.2029834,0.2077957,0.21595,0.215237,0.2330146,0.2382714
Cote d'Ivoire,CIV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.0348387,-0.2023249,-1.244039,-1.918558,-1.803033,-2.116911,-2.264047,-1.865294,-1.838058,-1.806674,-1.320874,-1.583894,-1.405808,-1.263461,-1.048724,-1.037161,-0.8325459,-0.9075593,-1.090237,-0.8986894,-1.026046,-0.9764128
Cote d'Ivoire,CIV,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,4,4,4,5,5,6,6,7,7,7,7,8,8,8,8,8,7,7,7,6
Cote d'Ivoire,CIV,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,48.93617,36.17021,13.22751,3.174603,5.025126,3.398058,0.9708738,4.830918,6.280193,7.211538,11.37441,8.056872,8.530806,11.84834,17.06161,13.33333,20,15.71429,12.85714,15.56604,13.67924,15.09434
Cote d'Ivoire,CIV,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,26.06383,19.68085,5.291005,0,1.005025,0.4854369,0,0.4830918,2.415459,1.923077,6.161138,3.791469,4.739336,6.161138,7.582938,8.095238,10,10.95238,8.571428,11.32076,9.433962,10.37736
Cote d'Ivoire,CIV,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,68.08511,60.10638,25.92593,12.69841,11.05528,5.339806,4.854369,8.695652,9.178744,9.615385,18.95735,12.32228,16.58768,19.43128,23.22275,21.42857,28.09524,24.76191,20,27.35849,23.11321,25.4717
Cote d'Ivoire,CIV,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.3738571,0.3454628,0.342809,0.3161064,0.3020468,0.2934836,0.2874605,0.2575245,0.2481289,0.2464031,0.246402,0.2435471,0.2442496,0.2219843,0.2280198,0.1963862,0.2029834,0.2077957,0.2190568,0.2189073,0.2330146,0.2382714
Croatia,HRV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0394819,0.0688601,0.2781261,0.6274384,0.5586485,0.6860988,0.4330623,0.5591877,0.6047199,0.5717462,0.6115873,0.6084636,0.6237471,0.6068915,0.6426679,0.6191124,0.590728,0.6637695,0.6920319,0.8028065,0.6946999,0.6074048
Croatia,HRV,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,3,4,4,5,5,6,6,7,7,7,7,7,8,9,9,9,9,9,9,9,8,7
Croatia,HRV,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,47.34043,47.87234,58.20106,68.78307,64.32161,69.90292,59.2233,63.76812,67.14976,66.34615,68.24644,66.82465,68.24644,65.40285,66.35071,67.14286,65.2381,68.09524,70,72.64151,69.81132,65.56604
Croatia,HRV,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,22.87234,29.78723,35.44973,49.20635,46.23116,52.91262,44.66019,49.27536,48.79227,49.03846,51.18483,51.65877,54.50237,54.50237,56.87204,58.09524,56.66667,57.61905,59.04762,61.79245,58.01887,53.30189
Croatia,HRV,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,68.08511,67.55319,76.19048,86.77248,83.41708,90.29126,75.24272,80.67633,83.57488,81.25,85.30806,85.30806,81.99052,79.14692,81.99052,78.09524,77.61905,85.2381,86.19048,90.56604,88.20755,83.01887
Croatia,HRV,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.4095134,0.3454628,0.342809,0.3010781,0.2924749,0.2872855,0.2786692,0.2651961,0.2563525,0.2582347,0.2596218,0.2553352,0.2484284,0.2196655,0.2257874,0.1922474,0.1981644,0.2049565,0.2117226,0.2110903,0.2271502,0.2323598
Cuba,CUB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.2327412,0.0091394,0.2476932,0.2598961,0.3163529,0.3550953,0.4241648,0.4744916,0.4513592,0.5247645,0.3571717,0.3492924,0.2803821,0.3072483,0.3705646,0.544822,0.6441017,0.6853639,0.6470563,0.6489246,0.6031231,0.5962209
Cuba,CUB,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,4,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
Cuba,CUB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,54.78724,45.21276,56.61376,52.91005,56.78392,57.76699,58.73787,60.38647,60.86956,63.46154,56.39811,56.87204,55.45024,57.34597,60.18958,63.33333,66.19048,70,68.09524,66.50944,66.98113,65.09434
Cuba,CUB,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,31.91489,27.65957,34.39153,37.03704,38.69347,40.29126,43.68932,47.82609,42.99517,48.55769,41.70616,43.60189,41.23223,41.70616,45.49763,53.80952,57.61905,57.61905,55.71429,56.13208,54.71698,53.30189
Cuba,CUB,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,73.93617,65.95744,75.13228,71.42857,71.8593,75.24272,76.69903,74.87923,77.29469,79.32692,72.03792,71.56398,68.72038,69.19431,69.19431,76.66666,83.33334,88.57143,85.71429,85.84906,82.07547,83.01887
Cuba,CUB,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.3738571,0.3454628,0.342809,0.3161064,0.3020468,0.2934836,0.2874605,0.2575245,0.2481289,0.2524714,0.2523852,0.2493229,0.2493356,0.2330371,0.2382643,0.2055897,0.2105385,0.2161667,0.2246238,0.2242225,0.2385149,0.2437513
Cyprus,CYP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.3873754,0.2216845,0.5154701,0.1948399,0.5313178,0.3798992,0.5162975,0.5397544,0.5371549,0.6396841,0.3891754,0.4524448,0.6079845,0.6351261,0.5633472,0.5518821,0.5508665,0.6042547,0.5378655,0.491743,0.5573699,0.2918284
Cyprus,CYP,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,4,4,4,6,6,6,6,6,7,7,7,7,7,7,7,7,8,8,7,6
Cyprus,CYP,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,60.10638,54.78724,68.78307,51.85185,63.8191,59.2233,64.07767,62.80193,63.28502,68.75,57.8199,61.61137,66.82465,66.82465,64.92891,63.80952,62.85714,66.19048,65.2381,62.73585,64.15094,56.13208
Cyprus,CYP,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,38.29787,33.51064,42.32804,32.27513,42.21106,41.26213,47.57281,48.79227,46.85991,51.92308,43.12796,47.8673,54.50237,54.9763,54.50237,54.76191,54.28571,55.23809,53.33333,52.83019,53.77359,43.39622
Cyprus,CYP,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,78.7234,73.93617,82.01058,70.37037,82.41206,75.72816,78.64078,80.67633,79.71014,86.53846,73.45972,75.82938,81.99052,83.41232,77.72512,76.66666,76.19048,80,79.04762,74.0566,79.71698,69.33962
Cyprus,CYP,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.3738571,0.3454628,0.342809,0.3161064,0.3020468,0.2872855,0.2786692,0.2741809,0.2626058,0.2640872,0.246402,0.2435471,0.2442496,0.2268074,0.2315082,0.2001131,0.2068148,0.2126011,0.2167363,0.2158439,0.2322366,0.2374333
Czech Republic,CZE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.147579,0.8996416,0.3320503,1.045758,0.88686,0.6541505,0.9360713,1.053972,1.015041,1.049845,0.9050642,0.9892337,1.109118,1.054106,1.084779,0.9899905,0.9791891,0.9761155,1.000036,1.031982,0.9438875,0.9244586
Czech Republic,CZE,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,5,6,6,7,7,8,8,8,8,8,9,9,9,9,9,9,9,9,8,7
Czech Republic,CZE,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,87.76596,77.12766,60.31746,83.06879,76.88442,68.4466,77.66991,85.50725,83.09179,85.57692,79.14692,82.93839,88.6256,86.72986,87.67773,83.33334,82.38095,81.42857,83.33334,87.26415,80.18868,79.24529
Czech Republic,CZE,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,63.29787,58.51064,39.68254,68.25397,59.29648,52.91262,63.1068,65.70049,68.11594,69.23077,63.03318,65.87678,68.72038,69.19431,67.77251,68.57143,66.19048,66.66666,69.04762,66.98113,65.09434,62.26415
Czech Republic,CZE,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,100,98.40426,76.19048,96.2963,96.98492,86.40777,96.11651,99.51691,98.55073,99.51923,94.3128,95.7346,99.05213,98.10426,98.5782,97.14286,95.2381,94.7619,95.71429,96.22642,93.86793,94.33962
Czech Republic,CZE,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.3738571,0.3454628,0.3135704,0.2861308,0.2832122,0.2793393,0.2706144,0.2459985,0.2391296,0.241629,0.2418599,0.2393309,0.2385224,0.2196655,0.2257874,0.1922474,0.1981644,0.2049565,0.2117226,0.2110903,0.2271502,0.2323598
Denmark,DNK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.442068,1.431465,1.50331,1.52714,1.204807,1.085029,1.074679,1.047865,1.117682,1.065299,1.000632,1.040961,1.100293,0.9149107,0.9592335,0.9517797,0.8976498,0.8679155,0.8684149,0.9462506,0.9956252,0.9430326
Denmark,DNK,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,5,6,6,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,8,7
Denmark,DNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,97.87234,97.34042,95.7672,96.82539,93.96985,83.98058,85.43689,85.02415,91.30434,86.05769,85.30806,86.25592,87.20379,75.82938,80.09479,78.57143,76.66666,74.7619,76.19048,82.07547,82.54717,81.60378
Denmark,DNK,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,72.87234,75.53191,80.42328,83.06879,70.35176,66.50485,66.01942,64.25121,70.04831,69.23077,66.82465,67.29858,68.72038,63.03318,64.92891,67.61905,63.33333,63.80952,64.7619,65.09434,66.98113,62.73585
Denmark,DNK,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,100,100,100,100,99.49749,99.51456,99.51456,99.51691,100,99.51923,97.15639,97.15639,99.05213,93.36493,94.78673,94.7619,92.85714,93.33334,92.38095,94.81132,96.22642,94.33962
Denmark,DNK,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.3738571,0.3454628,0.3135704,0.2861308,0.2832122,0.2793393,0.2706144,0.2651961,0.2563525,0.2582347,0.2418599,0.2393309,0.2419979,0.2196655,0.2257874,0.1922474,0.1981644,0.2049565,0.2117226,0.2110903,0.2271502,0.2323598
Djibouti,DJI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.3388515,-0.9625398,-0.2418327,-0.3131302,-0.9125082,-0.3445942,-0.8133122,-0.2599595,-0.1221943,0.2704926,0.493949,0.2534813,0.1777032,0.1606192,-0.1021875,-0.7702323,-0.4435316,-0.6264004,-0.7368587,-0.1376155,-0.3511495,-0.3183765
Djibouti,DJI,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4
Djibouti,DJI,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,35.10638,17.55319,36.50794,32.80423,21.60804,33.49514,22.81553,38.16425,39.13044,54.80769,63.03318,53.08057,53.08057,51.65877,42.65403,20.95238,30,24.28572,20,41.50943,32.54717,36.32076
Djibouti,DJI,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,14.3617,7.446808,17.46032,19.04762,9.045226,18.93204,7.281553,22.22222,25.12077,35.57692,44.54976,37.91469,37.91469,37.91469,27.48815,10.47619,20.47619,13.80952,11.90476,28.77358,19.81132,20.28302
Djibouti,DJI,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,60.6383,35.10638,68.25397,61.37566,35.17588,53.8835,40.29126,53.62319,57.00483,72.59615,84.83412,70.61611,68.24644,63.50711,58.29384,30,43.33333,36.66667,32.38095,54.71698,50,50
Djibouti,DJI,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.4753152,0.4353236,0.4556421,0.4386366,0.3504379,0.3657162,0.3861447,0.3326429,0.3081072,0.3107432,0.2938249,0.2820698,0.2738843,0.2544461,0.2613027,0.2189825,0.2261951,0.2302891,0.2398124,0.2385504,0.254132,0.2539915
Dominica,DMA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.7184954,0.7300959,0.4877826,0.5481164,0.6724877,0.9464511,0.8326582,0.9120014,0.7879776,0.9152033,0.6662934,0.9031178,1.139159,0.9805855,1.119856,1.057178,1.077941,1.002438,1.198149,1.096157,1.067457,1.346246
Dominica,DMA,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4
Dominica,DMA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,70.74468,72.34042,67.72487,67.72487,68.84422,79.12621,73.78641,76.3285,74.39613,78.36539,69.66824,78.67299,90.04739,81.99052,89.57346,87.61905,89.52381,85.71429,92.38095,89.15094,88.67924,95.28302
Dominica,DMA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,37.23404,35.6383,30.15873,33.33333,46.73367,60.19418,55.33981,56.03865,53.62319,57.69231,48.81517,57.8199,68.24644,63.03318,65.87678,67.61905,66.66666,65.71429,72.38095,66.98113,66.98113,77.35849
Dominica,DMA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,100,100,95.2381,94.70899,94.47236,98.54369,96.60194,99.51691,96.61835,99.03846,91.46919,97.15639,99.52607,98.5782,99.52607,98.09524,98.57143,96.19048,99.04762,98.58491,97.64151,99.52831
Dominica,DMA,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.6135068,0.5757331,0.5970712,0.520825,0.3504379,0.3313479,0.3338709,0.3326429,0.3081072,0.3107432,0.3246365,0.3200873,0.3066951,0.2827465,0.2972529,0.2380577,0.2459499,0.2480269,0.2581048,0.2541233,0.2784955,0.2812695
Dominican Republic,DOM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0738883,-0.4141797,0.0158385,0.1195497,-0.419236,-0.3438689,-0.2587449,-0.1085138,-0.07755,-0.0370049,-0.0014113,-0.044954,-0.0004819,0.2523668,0.2074287,0.1459345,0.2367064,0.252106,0.1605885,0.0239203,0.0053069,0.1674334
Dominican Republic,DOM,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,4,5,5,6,6,7,7,7,7,7,8,8,8,8,8,8,8,8,7,6
Dominican Republic,DOM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,45.21276,31.91489,44.97355,48.67725,31.65829,33.98058,38.34951,42.02898,40.09662,42.78846,44.54976,44.54976,46.91943,54.9763,54.9763,50.95238,54.76191,55.23809,52.85714,47.64151,47.16981,52.35849
Dominican Republic,DOM,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,22.87234,16.48936,29.10053,31.21693,21.60804,21.35922,25.24272,28.98551,28.01932,29.80769,30.80569,30.33175,33.17535,40.28436,40.28436,38.09524,42.38095,43.80952,38.57143,35.37736,31.13208,41.03773
Dominican Republic,DOM,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,63.29787,52.12766,69.84127,68.25397,44.2211,49.02913,53.39806,54.10628,54.58937,55.76923,59.71564,56.87204,60.18958,65.40285,64.92891,60.47619,63.33333,65.71429,63.80952,58.49057,58.49057,62.26415
Dominican Republic,DOM,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.3738571,0.3454628,0.342809,0.3010781,0.2924749,0.2872855,0.2786692,0.2531189,0.2441811,0.2464031,0.246402,0.2435471,0.2406776,0.2219843,0.2280198,0.1963862,0.2029834,0.2077957,0.21595,0.215237,0.2330146,0.2382714
Ecuador,ECU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.7686337,-0.1606682,-0.5741425,-0.762054,-0.9607642,-0.8428659,-0.7943653,-0.8539824,-0.8144428,-0.7289105,-0.6731879,-0.5866745,-0.6865575,-0.5703065,-0.1786567,-0.0185332,-0.1439559,-0.085358,-0.0748539,-0.0892777,-0.2329569,-0.3646331
Ecuador,ECU,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,4,5,5,6,6,6,6,6,7,7,7,8,8,7,8,8,8,8,7,6
Ecuador,ECU,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,22.34043,38.29787,28.57143,23.80952,20.60302,20.38835,23.78641,20.77295,20.28986,20.67308,23.22275,26.06635,25.59242,27.48815,39.33649,45.23809,40.95238,44.28571,41.42857,42.92453,39.15094,34.43396
Ecuador,ECU,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,9.042553,21.80851,14.28571,14.28571,9.547739,11.16505,12.13592,12.56039,11.5942,13.46154,14.69194,16.58768,15.63981,18.48341,26.06635,30.95238,28.09524,30.47619,30,29.24528,23.58491,19.33962
Ecuador,ECU,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,42.02128,61.17021,43.38624,35.97884,29.64824,32.03883,36.40777,31.40097,31.40097,35.09615,36.01896,38.86256,36.49289,39.33649,54.50237,58.09524,53.80952,55.23809,56.19048,55.66038,53.77359,47.64151
Ecuador,ECU,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.3738571,0.3454628,0.342809,0.3010781,0.2924749,0.2872855,0.2786692,0.2741809,0.2626058,0.2640872,0.246402,0.2435471,0.2442496,0.2219843,0.2280198,0.2015546,0.2029834,0.2077957,0.21595,0.215237,0.2330146,0.2382714
"Egypt, Arab Rep.",EGY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.5235761,-0.0185278,0.0531098,-0.4134383,-0.640129,-0.821635,-0.6301804,-0.8388225,-0.5513738,-0.5105076,-0.607051,-0.8984183,-1.437057,-1.43633,-1.638831,-1.631177,-1.496646,-1.437697,-1.424527,-1.180049,-1.114192,-1.207361
"Egypt, Arab Rep.",EGY,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,4,4,5,6,6,7,7,7,7,7,7,8,8,8,8,7,8,8,7,6
"Egypt, Arab Rep.",EGY,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,27.65957,44.14894,47.61905,31.21693,27.63819,21.35922,26.69903,22.22222,27.05314,28.84615,25.59242,19.43128,6.635071,7.582938,7.109005,7.619048,8.571428,9.047619,9.047619,12.26415,12.26415,11.32076
